48,-70,-70
48,-70,-70
48,47,49
48,48,49
49,48,49
47,48,49
48,49,50
48,48,50
48,48,49
49,48,49
48,49,50
49,48,50
48,48,49
48,48,49
48,48,49
48,49,49
49,49,50
48,48,49
48,48,49
48,49,49
48,49,50
48,48,50
49,48,49
49,49,49
49,48,50
49,49,50
49,48,50
49,48,50
48,49,50
48,48,50
49,50,50
49,49,50
49,48,49
48,49,50
48,49,50
49,49,50
49,49,49
49,49,50
49,49,50
49,49,50
49,49,50
49,49,49
49,49,49
49,49,50
49,49,50
49,49,49
48,49,50
49,49,50
48,49,51
49,48,50
49,50,50
49,49,49
50,49,51
49,49,51
49,48,49
49,49,50
49,49,50
49,49,50
50,48,50
49,49,50
49,50,50
49,50,50
49,50,50
49,49,50
48,49,49
49,49,50
49,49,50
49,49,50
48,49,50
48,49,50
49,50,50
49,50,50
49,50,50
49,49,49
48,48,50
49,49,50
49,49,50
49,50,50
49,49,49
48,49,50
48,49,50
49,49,50
50,50,50
49,49,49
49,49,50
49,49,50
50,49,50
49,50,50
50,49,49
48,49,50
49,50,50
49,49,50
48,50,50
49,49,49
49,49,50
49,49,50
49,49,50
49,49,50
50,50,49
49,48,50
49,49,50
50,49,50
50,50,50
49,50,50
49,49,50
49,49,50
49,50,50
49,50,50
49,49,50
49,49,50
49,49,50
49,49,49
49,50,50
49,50,51
48,49,50
49,51,50
50,49,48
49,50,50
49,50,50
49,48,50
49,50,50
49,50,49
49,50,50
49,50,50
49,49,49
48,49,50
49,50,49
48,50,49
49,49,50
49,49,50
48,49,50
50,49,50
49,50,50
49,50,50
50,49,50
48,49,50
49,50,50
49,50,50
49,50,50
49,49,50
49,49,50
49,49,50
49,50,50
49,50,50
50,49,50
48,49,49
49,49,50
50,50,50
50,50,50
49,49,49
48,49,50
49,48,50
50,50,50
49,49,50
50,49,49
48,49,50
50,49,50
50,50,50
48,50,50
50,49,49
49,49,50
49,49,50
49,50,50
49,49,50
49,49,50
49,49,50
49,49,50
49,49,49
49,50,50
49,49,50
49,49,50
49,49,50
49,49,50
49,50,49
49,50,50
48,49,50
48,49,50
49,49,50
49,50,49
50,50,50
49,49,49
49,49,50
49,49,50
49,49,50
49,49,50
50,49,50
49,49,50
49,50,49
49,50,49
50,50,49
49,49,49
48,49,50
49,50,50
49,50,50
49,50,51
49,49,50
48,49,50
49,49,51
49,50,50
49,49,51
50,50,50
49,49,50
49,50,50
50,50,50
49,50,50
50,50,49
49,49,50
49,49,50
50,50,50
50,50,49
50,50,49
49,49,50
49,50,50
49,50,50
50,50,49
49,50,49
48,49,50
49,50,50
49,50,50
49,50,50
49,50,49
49,49,50
49,50,50
50,50,50
49,50,50
49,50,50
48,49,51
48,50,50
49,49,50
49,50,50
50,50,51
48,49,50
49,49,50
49,50,50
48,50,49
49,50,50
49,49,50
49,49,50
49,49,50
49,49,50
49,50,50
49,49,50
49,50,50
49,49,49
49,50,50
50,50,50
49,49,50
48,49,50
49,49,50
49,50,50
49,49,50
50,49,49
49,49,50
49,49,49
49,49,50
49,49,50
49,49,49
49,49,50
49,49,50
50,49,50
49,50,49
49,49,50
49,50,50
49,49,50
49,50,50
49,49,50
49,49,49
49,49,50
49,48,51
49,49,49
50,50,50
49,49,50
49,49,50
48,49,50
50,50,50
49,49,49
49,49,50
49,49,49
49,49,49
49,50,50
49,49,50
49,50,49
48,49,50
49,49,49
49,50,49
49,49,50
49,49,50
49,49,50
48,49,50
50,50,8
49,50,-69
49,50,-69
49,50,-69
49,49,-70
49,50,-70
49,50,-71
49,50,-71
50,49,-70
49,49,-71
49,49,-70
49,50,-71
49,50,-70
50,49,-70
50,50,-71
50,50,-70
49,50,-71
50,50,-71
49,49,-70
49,49,-70
49,50,-70
49,50,-71
50,50,-70
50,50,-70
48,49,-70
49,50,-71
49,50,-70
49,50,-71
49,49,-70
48,49,-71
49,50,-71
49,49,-71
49,50,-70
49,50,-70
48,49,-72
49,50,-71
49,49,-71
49,49,-71
49,50,-70
48,49,-70
48,50,-71
49,50,-71
49,50,-71
49,50,-71
48,48,-70
49,49,-71
49,49,-70
48,50,-70
49,49,-71
49,48,-71
49,49,-71
49,49,-70
48,50,-70
49,49,-71
48,48,-71
